yil,ay,il,arac_tipi,police_adedi,prim_tl,hasar_tl,hasar_prim_orani
2019,5,Şırnak,Otomobil,144,85126,64892,0.762
2019,5,Şırnak,Kamyon,62,18902,18240,0.965
2019,5,Şırnak,Motosiklet,86,41297,34244,0.829
2019,5,Şırnak,Minibüs,24,18947,14522,0.766
2019,5,Bartın,Otomobil,241,287672,259215,0.901
2019,5,Bartın,Kamyon,226,468593,416382,0.889
2019,5,Bartın,Motosiklet,106,137886,143389,1.04
2019,5,Bartın,Minibüs,275,290696,271041,0.932
2019,5,Ardahan,Otomobil,278,632885,462618,0.731
2019,5,Ardahan,Kamyon,65,111414,99882,0.897
2019,5,Ardahan,Motosiklet,196,527136,443377,0.841
2019,5,Ardahan,Minibüs,121,230953,205084,0.888
2019,5,Iğdır,Otomobil,192,242321,220185,0.909
2019,5,Iğdır,Kamyon,367,916232,838811,0.916
2019,5,Iğdır,Motosiklet,55,100841,92118,0.914
2019,5,Iğdır,Minibüs,367,1041614,907058,0.871
2019,5,Yalova,Otomobil,367,668571,578162,0.865
2019,5,Yalova,Kamyon,100,148513,146001,0.983
2019,5,Yalova,Motosiklet,83,200286,165378,0.826
2019,5,Yalova,Minibüs,148,435002,345142,0.793
2019,5,Karabük,Otomobil,80,65363,58906,0.901
2019,5,Karabük,Kamyon,84,77445,71551,0.924
2019,5,Karabük,Motosiklet,19,17843,14984,0.84
2019,5,Karabük,Minibüs,39,35487,27440,0.773
2019,5,Kilis,Otomobil,211,148441,101292,0.682
2019,5,Kilis,Kamyon,66,124442,108057,0.868
2019,5,Kilis,Motosiklet,161,269116,246031,0.914
2019,5,Kilis,Minibüs,258,227713,207430,0.911
2019,5,Osmaniye,Otomobil,140,51051,46641,0.914
2019,5,Osmaniye,Kamyon,104,81524,66657,0.818
2019,5,Osmaniye,Motosiklet,95,120838,116686,0.966
2019,5,Osmaniye,Minibüs,160,204078,175504,0.86
2019,5,Düzce,Otomobil,256,804975,664926,0.826
2019,5,Düzce,Kamyon,199,509573,411512,0.808
2019,5,Düzce,Motosiklet,82,159786,146353,0.916
2019,5,Düzce,Minibüs,202,365227,283989,0.778
2019,6,Adana,Otomobil,37,64354,45578,0.708
2019,6,Adana,Kamyon,99,101711,89123,0.876
2019,6,Adana,Motosiklet,49,27080,25907,0.957
2019,6,Adana,Minibüs,56,70129,49961,0.712
2019,6,Adıyaman,Otomobil,437,544057,422825,0.777
2019,6,Adıyaman,Kamyon,325,331896,267293,0.805
2019,6,Adıyaman,Motosiklet,112,120081,99384,0.828
2019,6,Adıyaman,Minibüs,457,1294719,970869,0.75
2019,6,Afyonkarahisar,Otomobil,132,128753,115111,0.894
2019,6,Afyonkarahisar,Kamyon,329,474674,377095,0.794
2019,6,Afyonkarahisar,Motosiklet,155,341512,306474,0.897
2019,6,Afyonkarahisar,Minibüs,324,276178,229414,0.831
2019,6,Ağrı,Otomobil,170,234775,178532,0.76
2019,6,Ağrı,Kamyon,309,256232,230474,0.899
2019,6,Ağrı,Motosiklet,357,281522,257811,0.916
2019,6,Ağrı,Minibüs,291,324397,274671,0.847
2019,6,Amasya,Otomobil,97,63932,43910,0.687
2019,6,Amasya,Kamyon,42,20614,18502,0.898
2019,6,Amasya,Motosiklet,116,100043,83603,0.836
2019,6,Amasya,Minibüs,199,183245,157886,0.862
2019,6,Ankara,Otomobil,1392,8691234,7744751,0.891
2019,6,Ankara,Kamyon,1479,13519798,10608670,0.785
2019,6,Ankara,Motosiklet,270,2082322,1895226,0.91
2019,6,Ankara,Minibüs,1389,12643056,9014252,0.713
2019,6,Antalya,Otomobil,260,729699,512710,0.703
2019,6,Antalya,Kamyon,606,3381665,2707436,0.801
2019,6,Antalya,Motosiklet,419,1627606,1706914,1.049
2019,6,Antalya,Minibüs,456,1131957,1002663,0.886
2019,6,Artvin,Otomobil,280,329542,260113,0.789
2019,6,Artvin,Kamyon,377,615475,473146,0.769
2019,6,Artvin,Motosiklet,252,240142,219811,0.915
2019,6,Artvin,Minibüs,420,958598,807399,0.842
2019,6,Aydın,Otomobil,304,342977,269239,0.785
2019,6,Aydın,Kamyon,156,238355,206069,0.865
2019,6,Aydın,Motosiklet,133,274346,282725,1.031
2019,6,Aydın,Minibüs,304,460167,396436,0.862
2019,6,Balıkesir,Otomobil,362,828780,606179,0.731
2019,6,Balıkesir,Kamyon,347,494081,472782,0.957
2019,6,Balıkesir,Motosiklet,245,505283,499821,0.989
2019,6,Balıkesir,Minibüs,284,709396,509371,0.718
2019,6,Bilecik,Otomobil,77,47594,43961,0.924
2019,6,Bilecik,Kamyon,30,29308,29006,0.99
2019,6,Bilecik,Motosiklet,126,70836,64809,0.915
2019,6,Bilecik,Minibüs,57,23030,18074,0.785
2019,6,Bingöl,Otomobil,256,465409,381830,0.82
2019,6,Bingöl,Kamyon,137,241537,218600,0.905
2019,6,Bingöl,Motosiklet,241,525115,534158,1.017
2019,6,Bingöl,Minibüs,418,1273727,960777,0.754
2019,6,Bitlis,Otomobil,117,166136,135766,0.817
2019,6,Bitlis,Kamyon,390,548348,478995,0.874
2019,6,Bitlis,Motosiklet,75,84143,79372,0.943
2019,6,Bitlis,Minibüs,373,556876,488045,0.876
2019,6,Bolu,Otomobil,212,167080,117361,0.702
2019,6,Bolu,Kamyon,78,46233,36392,0.787
2019,6,Bolu,Motosiklet,208,167931,151481,0.902
2019,6,Bolu,Minibüs,40,39718,36361,0.915
2019,6,Burdur,Otomobil,40,18340,13807,0.753
2019,6,Burdur,Kamyon,38,31487,24482,0.778
2019,6,Burdur,Motosiklet,185,112154,95759,0.854
2019,6,Burdur,Minibüs,104,73085,68482,0.937
2019,6,Bursa,Otomobil,887,4307639,3704993,0.86
2019,6,Bursa,Kamyon,99,427507,421207,0.985
2019,6,Bursa,Motosiklet,862,2614564,2177612,0.833
2019,6,Bursa,Minibüs,810,1846303,1371343,0.743
2019,6,Çanakkale,Otomobil,36,51506,37141,0.721
2019,6,Çanakkale,Kamyon,67,81413,63062,0.775
2019,6,Çanakkale,Motosiklet,201,170848,174098,1.019
2019,6,Çanakkale,Minibüs,56,82131,77640,0.945
2019,6,Çankırı,Otomobil,144,299686,252438,0.842
2019,6,Çankırı,Kamyon,181,121102,114150,0.943
2019,6,Çankırı,Motosiklet,141,104907,88219,0.841
2019,6,Çankırı,Minibüs,105,245817,196767,0.8
2019,6,Çorum,Otomobil,107,195764,169846,0.868
2019,6,Çorum,Kamyon,263,495266,442614,0.894
2019,6,Çorum,Motosiklet,172,227658,212409,0.933
2019,6,Çorum,Minibüs,248,501271,427888,0.854
2019,6,Denizli,Otomobil,99,100462,70722,0.704
2019,6,Denizli,Kamyon,236,284434,213639,0.751
2019,6,Denizli,Motosiklet,66,88753,87266,0.983
2019,6,Denizli,Minibüs,48,38513,34564,0.897
2019,6,Diyarbakır,Otomobil,145,319458,248328,0.777
2019,6,Diyarbakır,Kamyon,220,164893,128769,0.781
2019,6,Diyarbakır,Motosiklet,84,119644,118841,0.993
2019,6,Diyarbakır,Minibüs,174,253922,221719,0.873
2019,6,Edirne,Otomobil,181,84127,64819,0.77
2019,6,Edirne,Kamyon,181,130559,118642,0.909
2019,6,Edirne,Motosiklet,186,99753,98363,0.986
2019,6,Edirne,Minibüs,127,107373,83473,0.777
2019,6,Elazığ,Otomobil,30,25433,21501,0.845
2019,6,Elazığ,Kamyon,133,232270,231133,0.995
2019,6,Elazığ,Motosiklet,80,133695,115530,0.864
2019,6,Elazığ,Minibüs,130,190880,168684,0.884
2019,6,Erzincan,Otomobil,156,230764,195236,0.846
2019,6,Erzincan,Kamyon,109,168972,133957,0.793
2019,6,Erzincan,Motosiklet,154,291413,255139,0.876
2019,6,Erzincan,Minibüs,235,206213,166134,0.806
2019,6,Erzurum,Otomobil,194,348963,246432,0.706
2019,6,Erzurum,Kamyon,42,47991,42675,0.889
2019,6,Erzurum,Motosiklet,231,494018,429109,0.869
2019,6,Erzurum,Minibüs,204,386583,332279,0.86
2019,6,Eskişehir,Otomobil,254,232351,164471,0.708
2019,6,Eskişehir,Kamyon,273,576582,576459,1.0
2019,6,Eskişehir,Motosiklet,344,779964,653292,0.838
2019,6,Eskişehir,Minibüs,355,400175,368468,0.921
2019,6,Gaziantep,Otomobil,25,30349,24890,0.82
2019,6,Gaziantep,Kamyon,122,128139,102781,0.802
2019,6,Gaziantep,Motosiklet,167,94265,88416,0.938
2019,6,Gaziantep,Minibüs,149,133692,100099,0.749
2019,6,Giresun,Otomobil,164,142161,102013,0.718
2019,6,Giresun,Kamyon,236,409195,402639,0.984
2019,6,Giresun,Motosiklet,178,244772,219496,0.897
2019,6,Giresun,Minibüs,306,464834,375218,0.807
2019,6,Gümüşhane,Otomobil,127,202820,160779,0.793
2019,6,Gümüşhane,Kamyon,97,148093,129743,0.876
2019,6,Gümüşhane,Motosiklet,70,110737,105645,0.954
2019,6,Gümüşhane,Minibüs,262,390490,293794,0.752
2019,6,Hakkari,Otomobil,121,95872,87437,0.912
2019,6,Hakkari,Kamyon,153,100123,84362,0.843
2019,6,Hakkari,Motosiklet,51,22191,18613,0.839
2019,6,Hakkari,Minibüs,162,67628,57792,0.855
2019,6,Hatay,Otomobil,149,190223,163513,0.86
2019,6,Hatay,Kamyon,170,276951,255211,0.922
2019,6,Hatay,Motosiklet,147,262936,231880,0.882
2019,6,Hatay,Minibüs,89,202925,143450,0.707
2019,6,Isparta,Otomobil,200,100498,87052,0.866
2019,6,Isparta,Kamyon,57,82811,64503,0.779
2019,6,Isparta,Motosiklet,26,29984,30134,1.005
2019,6,Isparta,Minibüs,96,55764,39918,0.716
2019,6,Mersin,Otomobil,107,101373,82825,0.817
2019,6,Mersin,Kamyon,159,139914,111883,0.8
2019,6,Mersin,Motosiklet,149,60472,54103,0.895
2019,6,Mersin,Minibüs,102,119017,111548,0.937
2019,6,İstanbul,Otomobil,1220,14516581,10480979,0.722
2019,6,İstanbul,Kamyon,1660,19943936,16753101,0.84
2019,6,İstanbul,Motosiklet,1575,8298190,7312408,0.881
2019,6,İstanbul,Minibüs,715,3502775,2659758,0.759
2019,6,İzmir,Otomobil,582,2224728,1645251,0.74
2019,6,İzmir,Kamyon,927,6176012,4893553,0.792
2019,6,İzmir,Motosiklet,987,6164664,5791668,0.939
2019,6,İzmir,Minibüs,655,3690955,2872410,0.778
2019,6,Kars,Otomobil,169,469530,364626,0.777
2019,6,Kars,Kamyon,130,261676,256049,0.978
2019,6,Kars,Motosiklet,262,225714,210799,0.934
2019,6,Kars,Minibüs,98,91768,85996,0.937
2019,6,Kastamonu,Otomobil,192,257319,217033,0.843
2019,6,Kastamonu,Kamyon,70,48038,44825,0.933
2019,6,Kastamonu,Motosiklet,195,310993,322256,1.036
2019,6,Kastamonu,Minibüs,80,61299,56457,0.921
2019,6,Kayseri,Otomobil,39,34502,31787,0.921
2019,6,Kayseri,Kamyon,161,62057,55685,0.897
2019,6,Kayseri,Motosiklet,97,64962,62436,0.961
2019,6,Kayseri,Minibüs,151,90286,71768,0.795
2019,6,Kırklareli,Otomobil,57,143871,106269,0.739
2019,6,Kırklareli,Kamyon,194,387851,353330,0.911
2019,6,Kırklareli,Motosiklet,356,782238,738110,0.944
2019,6,Kırklareli,Minibüs,209,184890,144022,0.779
2019,6,Kırşehir,Otomobil,79,91152,75816,0.832
2019,6,Kırşehir,Kamyon,50,41932,35611,0.849
2019,6,Kırşehir,Motosiklet,160,174290,178731,1.025
2019,6,Kırşehir,Minibüs,58,71833,57174,0.796
2019,6,Kocaeli,Otomobil,101,72524,60602,0.836
2019,6,Kocaeli,Kamyon,34,42217,33328,0.789
2019,6,Kocaeli,Motosiklet,141,85986,81289,0.945
2019,6,Kocaeli,Minibüs,141,168159,132434,0.788
2019,6,Konya,Otomobil,227,259799,189672,0.73
2019,6,Konya,Kamyon,210,387216,322048,0.832
2019,6,Konya,Motosiklet,69,146993,133019,0.905
2019,6,Konya,Minibüs,287,200966,169251,0.842
2019,6,Kütahya,Otomobil,121,96340,88433,0.918
2019,6,Kütahya,Kamyon,18,8376,6534,0.78
2019,6,Kütahya,Motosiklet,118,122067,129637,1.062
2019,6,Kütahya,Minibüs,62,49924,45743,0.916
2019,6,Malatya,Otomobil,315,649754,577277,0.888
2019,6,Malatya,Kamyon,114,128533,102949,0.801
2019,6,Malatya,Motosiklet,399,1243056,1157685,0.931
2019,6,Malatya,Minibüs,93,131324,113664,0.866
2019,6,Manisa,Otomobil,149,240223,222437,0.926
2019,6,Manisa,Kamyon,78,82088,70183,0.855
2019,6,Manisa,Motosiklet,201,306162,319962,1.045
2019,6,Manisa,Minibüs,233,247053,193350,0.783
2019,6,Kahramanmaraş,Otomobil,120,251791,182760,0.726
2019,6,Kahramanmaraş,Kamyon,306,746581,628728,0.842
2019,6,Kahramanmaraş,Motosiklet,267,703342,714576,1.016
2019,6,Kahramanmaraş,Minibüs,177,317882,293718,0.924
2019,6,Mardin,Otomobil,139,105257,79470,0.755
2019,6,Mardin,Kamyon,74,70187,53732,0.766
2019,6,Mardin,Motosiklet,83,108631,107924,0.993
2019,6,Mardin,Minibüs,231,337215,277027,0.822
2019,6,Muğla,Otomobil,256,532893,457589,0.859
2019,6,Muğla,Kamyon,86,144430,120011,0.831
2019,6,Muğla,Motosiklet,325,674477,618285,0.917
2019,6,Muğla,Minibüs,312,619236,455124,0.735
2019,6,Muş,Otomobil,131,118269,97178,0.822
2019,6,Muş,Kamyon,188,349933,273712,0.782
2019,6,Muş,Motosiklet,150,136857,129122,0.943
2019,6,Muş,Minibüs,306,566644,470098,0.83
2019,6,Nevşehir,Otomobil,169,142639,107897,0.756
2019,6,Nevşehir,Kamyon,71,85221,65584,0.77
2019,6,Nevşehir,Motosiklet,214,294295,249968,0.849
2019,6,Nevşehir,Minibüs,168,242523,217070,0.895
2019,6,Niğde,Otomobil,365,685635,519898,0.758
2019,6,Niğde,Kamyon,269,401495,349402,0.87
2019,6,Niğde,Motosiklet,232,480574,411618,0.857
2019,6,Niğde,Minibüs,376,909091,716812,0.788
2019,6,Ordu,Otomobil,204,171778,128078,0.746
2019,6,Ordu,Kamyon,276,684191,657908,0.962
2019,6,Ordu,Motosiklet,281,278983,282448,1.012
2019,6,Ordu,Minibüs,210,505974,437860,0.865
2019,6,Rize,Otomobil,129,431191,379860,0.881
2019,6,Rize,Kamyon,446,1236634,994256,0.804
2019,6,Rize,Motosiklet,456,979962,876283,0.894
2019,6,Rize,Minibüs,62,177805,140305,0.789
2019,6,Sakarya,Otomobil,198,195109,151270,0.775
2019,6,Sakarya,Kamyon,151,163560,146902,0.898
2019,6,Sakarya,Motosiklet,429,1231191,1017361,0.826
2019,6,Sakarya,Minibüs,65,181863,143524,0.789
2019,6,Samsun,Otomobil,109,258974,176567,0.682
2019,6,Samsun,Kamyon,324,348302,346372,0.994
2019,6,Samsun,Motosiklet,199,141112,121846,0.863
2019,6,Samsun,Minibüs,71,58971,52044,0.883
2019,6,Siirt,Otomobil,245,365836,265459,0.726
2019,6,Siirt,Kamyon,386,451473,419695,0.93
2019,6,Siirt,Motosiklet,268,553426,463802,0.838
2019,6,Siirt,Minibüs,425,695507,600697,0.864
2019,6,Sinop,Otomobil,88,44925,38453,0.856
2019,6,Sinop,Kamyon,19,22129,17821,0.805
2019,6,Sinop,Motosiklet,160,97947,82276,0.84
2019,6,Sinop,Minibüs,27,27490,21662,0.788
2019,6,Sivas,Otomobil,195,168726,130172,0.772
2019,6,Sivas,Kamyon,99,71670,70578,0.985
2019,6,Sivas,Motosiklet,152,73072,74668,1.022
2019,6,Sivas,Minibüs,172,111343,84745,0.761
2019,6,Tekirdağ,Otomobil,116,112607,99830,0.887
2019,6,Tekirdağ,Kamyon,164,145719,116207,0.797
2019,6,Tekirdağ,Motosiklet,144,148605,125821,0.847
2019,6,Tekirdağ,Minibüs,105,53044,38859,0.733
2019,6,Tokat,Otomobil,94,159852,127937,0.8
2019,6,Tokat,Kamyon,106,130379,111195,0.853
2019,6,Tokat,Motosiklet,79,115174,102806,0.893
2019,6,Tokat,Minibüs,27,26517,24200,0.913
2019,6,Trabzon,Otomobil,167,110383,102401,0.928
2019,6,Trabzon,Kamyon,267,426018,414506,0.973
2019,6,Trabzon,Motosiklet,78,89989,87946,0.977
2019,6,Trabzon,Minibüs,256,451598,329436,0.729
2019,6,Tunceli,Otomobil,236,392972,329848,0.839
2019,6,Tunceli,Kamyon,84,112108,96370,0.86
2019,6,Tunceli,Motosiklet,186,260151,245961,0.945
2019,6,Tunceli,Minibüs,79,80172,65416,0.816
2019,6,Şanlıurfa,Otomobil,107,319111,234623,0.735
2019,6,Şanlıurfa,Kamyon,372,1003629,889992,0.887
2019,6,Şanlıurfa,Motosiklet,393,514418,526997,1.024
2019,6,Şanlıurfa,Minibüs,149,454193,409909,0.903
2019,6,Uşak,Otomobil,34,26668,22296,0.836
2019,6,Uşak,Kamyon,118,146904,139426,0.949
2019,6,Uşak,Motosiklet,67,47359,43130,0.911
2019,6,Uşak,Minibüs,185,331357,308815,0.932
2019,6,Van,Otomobil,109,145978,127321,0.872
2019,6,Van,Kamyon,135,67951,56903,0.837
2019,6,Van,Motosiklet,80,101290,106074,1.047
2019,6,Van,Minibüs,214,241765,219781,0.909
2019,6,Yozgat,Otomobil,195,279767,225660,0.807
2019,6,Yozgat,Kamyon,165,123493,93622,0.758
2019,6,Yozgat,Motosiklet,33,31922,32231,1.01
2019,6,Yozgat,Minibüs,218,401127,303132,0.756
2019,6,Zonguldak,Otomobil,131,73404,62607,0.853
2019,6,Zonguldak,Kamyon,51,36249,34929,0.964
2019,6,Zonguldak,Motosiklet,145,62906,54636,0.869
2019,6,Zonguldak,Minibüs,127,108142,101768,0.941
2019,6,Aksaray,Otomobil,367,753269,635107,0.843
2019,6,Aksaray,Kamyon,100,134595,130640,0.971
2019,6,Aksaray,Motosiklet,75,95936,91702,0.956
2019,6,Aksaray,Minibüs,425,1258826,939327,0.746
2019,6,Bayburt,Otomobil,66,35496,29828,0.84
2019,6,Bayburt,Kamyon,159,96211,81704,0.849
2019,6,Bayburt,Motosiklet,79,83782,86678,1.035
2019,6,Bayburt,Minibüs,93,90075,75075,0.833
2019,6,Karaman,Otomobil,249,468658,371048,0.792
2019,6,Karaman,Kamyon,55,55931,42719,0.764
2019,6,Karaman,Motosiklet,274,797635,719951,0.903
2019,6,Karaman,Minibüs,402,768800,629550,0.819
2019,6,Kırıkkale,Otomobil,141,283137,224890,0.794
2019,6,Kırıkkale,Kamyon,90,163247,150219,0.92
2019,6,Kırıkkale,Motosiklet,137,284775,277867,0.976
2019,6,Kırıkkale,Minibüs,239,670647,543740,0.811
2019,6,Batman,Otomobil,175,115593,98886,0.855
2019,6,Batman,Kamyon,27,34598,34094,0.985
2019,6,Batman,Motosiklet,30,29178,25818,0.885
2019,6,Batman,Minibüs,80,122614,106045,0.865
2019,6,Şırnak,Otomobil,83,49384,38083,0.771
2019,6,Şırnak,Kamyon,137,63643,59648,0.937
2019,6,Şırnak,Motosiklet,52,43526,39702,0.912
2019,6,Şırnak,Minibüs,92,52926,38544,0.728
2019,6,Bartın,Otomobil,122,285306,259265,0.909
2019,6,Bartın,Kamyon,229,523831,438722,0.838
2019,6,Bartın,Motosiklet,323,348219,307335,0.883
2019,6,Bartın,Minibüs,144,227237,179725,0.791
2019,6,Ardahan,Otomobil,310,835983,687188,0.822
2019,6,Ardahan,Kamyon,182,381822,372175,0.975
2019,6,Ardahan,Motosiklet,367,702930,751099,1.069
2019,6,Ardahan,Minibüs,263,514186,423734,0.824
2019,6,Iğdır,Otomobil,59,78206,66739,0.853
2019,6,Iğdır,Kamyon,164,401314,346680,0.864
2019,6,Iğdır,Motosiklet,42,81070,73075,0.901
2019,6,Iğdır,Minibüs,373,944976,869002,0.92
2019,6,Yalova,Otomobil,284,561914,474527,0.844
2019,6,Yalova,Kamyon,44,67992,63168,0.929
2019,6,Yalova,Motosiklet,236,189471,195561,1.032
2019,6,Yalova,Minibüs,319,252062,196122,0.778
2019,6,Karabük,Otomobil,144,85423,75151,0.88
2019,6,Karabük,Kamyon,63,42654,35554,0.834
2019,6,Karabük,Motosiklet,156,76317,67110,0.879
2019,6,Karabük,Minibüs,31,29106,22281,0.766
2019,6,Kilis,Otomobil,216,282860,216680,0.766
2019,6,Kilis,Kamyon,138,187396,148400,0.792
2019,6,Kilis,Motosiklet,96,56238,49483,0.88
2019,6,Kilis,Minibüs,92,96702,83924,0.868
2019,6,Osmaniye,Otomobil,151,130728,96832,0.741
2019,6,Osmaniye,Kamyon,94,110355,104095,0.943
2019,6,Osmaniye,Motosiklet,178,181542,157816,0.869
2019,6,Osmaniye,Minibüs,80,73766,59492,0.807
2019,6,Düzce,Otomobil,156,190117,154018,0.81
2019,6,Düzce,Kamyon,47,119552,106738,0.893
2019,6,Düzce,Motosiklet,235,268402,281065,1.047
2019,6,Düzce,Minibüs,330,959024,854987,0.892
2019,7,Adana,Otomobil,83,78123,69788,0.893
2019,7,Adana,Kamyon,195,359472,357668,0.995
2019,7,Adana,Motosiklet,149,259680,235409,0.907
2019,7,Adana,Minibüs,184,170956,161599,0.945
2019,7,Adıyaman,Otomobil,437,561188,471136,0.84
2019,7,Adıyaman,Kamyon,188,425473,353215,0.83
2019,7,Adıyaman,Motosiklet,479,502409,455406,0.906
2019,7,Adıyaman,Minibüs,165,156619,148711,0.95
2019,7,Afyonkarahisar,Otomobil,382,431165,380821,0.883
2019,7,Afyonkarahisar,Kamyon,160,123144,97097,0.788
2019,7,Afyonkarahisar,Motosiklet,177,219147,207586,0.947
2019,7,Afyonkarahisar,Minibüs,43,101645,75903,0.747
2019,7,Ağrı,Otomobil,39,37028,34171,0.923
2019,7,Ağrı,Kamyon,300,729176,566235,0.777
2019,7,Ağrı,Motosiklet,284,602367,496697,0.825
2019,7,Ağrı,Minibüs,335,703290,605533,0.861
2019,7,Amasya,Otomobil,192,267606,197092,0.737
2019,7,Amasya,Kamyon,62,41370,37447,0.905
2019,7,Amasya,Motosiklet,79,34193,35851,1.048
2019,7,Amasya,Minibüs,94,128555,106548,0.829
2019,7,Ankara,Otomobil,369,3279232,2829031,0.863
2019,7,Ankara,Kamyon,1350,6010227,5188818,0.863
2019,7,Ankara,Motosiklet,1188,8742949,7450795,0.852
2019,7,Ankara,Minibüs,168,886919,650689,0.734
2019,7,Antalya,Otomobil,243,1264335,952551,0.753
2019,7,Antalya,Kamyon,587,917909,712499,0.776
2019,7,Antalya,Motosiklet,617,1289191,1228431,0.953
2019,7,Antalya,Minibüs,494,1576708,1159483,0.735
2019,7,Artvin,Otomobil,450,947177,831943,0.878
2019,7,Artvin,Kamyon,342,1008275,828986,0.822
2019,7,Artvin,Motosiklet,71,197819,196442,0.993
2019,7,Artvin,Minibüs,439,654755,537051,0.82
2019,7,Aydın,Otomobil,162,337471,253953,0.753
2019,7,Aydın,Kamyon,306,286551,273717,0.955
2019,7,Aydın,Motosiklet,92,185019,158969,0.859
2019,7,Aydın,Minibüs,261,239199,208639,0.872
2019,7,Balıkesir,Otomobil,174,216527,196428,0.907
2019,7,Balıkesir,Kamyon,261,691533,549220,0.794
2019,7,Balıkesir,Motosiklet,262,205852,191715,0.931
2019,7,Balıkesir,Minibüs,77,197619,178396,0.903
2019,7,Bilecik,Otomobil,79,80046,55119,0.689
2019,7,Bilecik,Kamyon,35,34863,29875,0.857
2019,7,Bilecik,Motosiklet,101,89414,92499,1.035
2019,7,Bilecik,Minibüs,129,136862,119557,0.874
2019,7,Bingöl,Otomobil,396,500477,450051,0.899
2019,7,Bingöl,Kamyon,99,247988,236670,0.954
2019,7,Bingöl,Motosiklet,345,986382,1014933,1.029
2019,7,Bingöl,Minibüs,456,1227032,920531,0.75
2019,7,Bitlis,Otomobil,267,364541,324479,0.89
2019,7,Bitlis,Kamyon,436,1142765,1089199,0.953
2019,7,Bitlis,Motosiklet,77,200659,188229,0.938
2019,7,Bitlis,Minibüs,61,110763,86220,0.778
2019,7,Bolu,Otomobil,72,59412,52237,0.879
2019,7,Bolu,Kamyon,50,22757,19804,0.87
2019,7,Bolu,Motosiklet,205,235135,233104,0.991
2019,7,Bolu,Minibüs,26,16923,15152,0.895
2019,7,Burdur,Otomobil,170,129300,115422,0.893
2019,7,Burdur,Kamyon,76,46252,42663,0.922
2019,7,Burdur,Motosiklet,106,57580,58006,1.007
2019,7,Burdur,Minibüs,36,30841,24804,0.804
2019,7,Bursa,Otomobil,347,1982781,1665478,0.84
2019,7,Bursa,Kamyon,824,4133005,3740029,0.905
2019,7,Bursa,Motosiklet,835,4446973,4073684,0.916
2019,7,Bursa,Minibüs,108,217796,203781,0.936
2019,7,Çanakkale,Otomobil,110,194232,155852,0.802
2019,7,Çanakkale,Kamyon,247,354796,331453,0.934
2019,7,Çanakkale,Motosiklet,122,136588,141238,1.034
2019,7,Çanakkale,Minibüs,29,30718,27725,0.903
2019,7,Çankırı,Otomobil,326,483424,434669,0.899
2019,7,Çankırı,Kamyon,196,425448,340529,0.8
2019,7,Çankırı,Motosiklet,111,131439,122618,0.933
2019,7,Çankırı,Minibüs,192,435319,353034,0.811
2019,7,Çorum,Otomobil,153,178287,146668,0.823
2019,7,Çorum,Kamyon,205,208232,196534,0.944
2019,7,Çorum,Motosiklet,178,147776,126287,0.855
2019,7,Çorum,Minibüs,154,165223,146208,0.885
2019,7,Denizli,Otomobil,206,312210,249997,0.801
2019,7,Denizli,Kamyon,71,84384,66537,0.789
2019,7,Denizli,Motosiklet,114,84314,85883,1.019
2019,7,Denizli,Minibüs,169,252528,239667,0.949
2019,7,Diyarbakır,Otomobil,147,335215,311038,0.928
2019,7,Diyarbakır,Kamyon,349,471323,387023,0.821
2019,7,Diyarbakır,Motosiklet,266,459115,485056,1.057
2019,7,Diyarbakır,Minibüs,200,363748,284704,0.783
2019,7,Edirne,Otomobil,96,62267,52455,0.842
2019,7,Edirne,Kamyon,98,61348,59964,0.977
2019,7,Edirne,Motosiklet,134,181070,173885,0.96
2019,7,Edirne,Minibüs,160,144220,128865,0.894
2019,7,Elazığ,Otomobil,160,223855,161463,0.721
2019,7,Elazığ,Kamyon,160,255473,204830,0.802
2019,7,Elazığ,Motosiklet,138,187206,171569,0.916
2019,7,Elazığ,Minibüs,143,213995,174552,0.816
2019,7,Erzincan,Otomobil,106,73204,58418,0.798
2019,7,Erzincan,Kamyon,200,285200,247426,0.868
2019,7,Erzincan,Motosiklet,250,183772,181362,0.987
2019,7,Erzincan,Minibüs,122,125737,102659,0.816
2019,7,Erzurum,Otomobil,108,113083,79500,0.703
2019,7,Erzurum,Kamyon,261,432023,346351,0.802
2019,7,Erzurum,Motosiklet,58,73152,77006,1.053
2019,7,Erzurum,Minibüs,87,157684,133306,0.845
2019,7,Eskişehir,Otomobil,227,456501,385885,0.845
2019,7,Eskişehir,Kamyon,171,161316,142193,0.881
2019,7,Eskişehir,Motosiklet,412,510079,434371,0.852
2019,7,Eskişehir,Minibüs,274,761636,713973,0.937
2019,7,Gaziantep,Otomobil,215,231251,181547,0.785
2019,7,Gaziantep,Kamyon,117,160796,138938,0.864
2019,7,Gaziantep,Motosiklet,178,236318,201573,0.853
2019,7,Gaziantep,Minibüs,102,132247,116121,0.878
2019,7,Giresun,Otomobil,164,153354,124480,0.812
2019,7,Giresun,Kamyon,271,408495,328569,0.804
2019,7,Giresun,Motosiklet,327,631733,560771,0.888
2019,7,Giresun,Minibüs,153,181319,148426,0.819
2019,7,Gümüşhane,Otomobil,295,665719,598021,0.898
2019,7,Gümüşhane,Kamyon,146,241792,219150,0.906
2019,7,Gümüşhane,Motosiklet,102,238853,249526,1.045
2019,7,Gümüşhane,Minibüs,178,148489,122407,0.824
2019,7,Hakkari,Otomobil,67,72302,55035,0.761
